sample.ID,date,day,day.number,sample.type,water.type,location,specific,source.ID,captive.wild,dead,age,clutch,mass,CL,CW,PL,PW,H,days.since.previous,mass.diff,CL.diff,CW.diff,PL.diff,PW.diff,H.diff,mass.diff.per.day,CL.diff.per.day,CW.diff.per.day,PL.diff.per.day,PW.diff.per.day,H.diff.per.day,mass.mean.diff.per.day,CL.mean.diff.per.day,CW.mean.diff.per.day,PL.mean.diff.per.day,PW.mean.diff.per.day,H.mean.diff.per.day,days.since.last.measure,shannon,simpson,rich,even,rich.rare.1000,rich.rare.10000,read.depth,date.sc,BCI,year,location.general,type.location.water.type,type.location.gen.water.type,read.depth.sc,specific.wild,specific.year
P125,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-123,captive,N,juvenile,NA,66.9,74.01,58.26,71.33,43.04,31.76,43,7.05,3.89,2.7,4.51,2.8,1.58,0.163953488,0.090465116,0.062790698,0.104883721,0.065116279,0.036744186,0.187924399,0.118260125,0.084386519,0.125300469,0.068659764,0.048127812,-20,3.492771749,0.943349775,136,0.710974378,116.3541048,130.4028379,38188,0.505567686,0.937894294,2019,Cosley,plastron Cosley ,plastron Cosley ,1.298061262,tub11,tub11
P126,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,61.81,73.85,57.57,69.01,40.85,29.17,43,6.04,2.41,1.36,2.65,1.98,1.04,0.140465116,0.056046512,0.031627907,0.061627907,0.046046512,0.024186047,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,-20,3.479493917,0.935560257,143,0.701108775,121.7089705,138.0463659,35012,0.505567686,0.895667295,2019,Cosley,plastron Cosley ,plastron Cosley ,0.910133905,tub11,tub11
P127,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-141,captive,N,juvenile,NA,69.41,74.84,59.39,70.57,41.53,30.88,43,9.19,3.6,2.25,3.42,1.97,1.57,0.21372093,0.08372093,0.052325581,0.079534884,0.045813953,0.036511628,0.201630737,0.130404686,0.091482712,0.126979722,0.066425522,0.052580458,-20,3.399123245,0.932736611,136,0.69191167,117.9969718,131.7443927,34944,0.505567686,0.98356242,2019,Cosley,plastron Cosley ,plastron Cosley ,0.901828156,tub11,tub11
P128,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub11,18-156,captive,N,juvenile,NA,61.89,71.56,57.73,66.36,39.85,28.98,43,6.7,2.8,1.57,2.69,1.93,0.95,0.155813953,0.065116279,0.036511628,0.06255814,0.044883721,0.022093023,0.173957332,0.111954515,0.077755204,0.109773571,0.059070579,0.040405857,-20,3.517872,0.937581426,142,0.709845594,124.3637504,138.2743388,34600,0.505567686,0.932640145,2019,Cosley,plastron Cosley ,plastron Cosley ,0.859810835,tub11,tub11
P129,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-139,captive,N,juvenile,NA,42.79,63.03,52.44,59.84,34.89,26.92,43,8.94,5.12,4.16,5.85,3.02,2.1,0.207906977,0.119069767,0.096744186,0.136046512,0.070232558,0.048837209,0.100215401,0.074708588,0.05514898,0.072271176,0.032951048,0.032999934,-20,3.449133643,0.935069153,144,0.694016744,120.5127125,138.4792247,32157,0.505567686,0.715073529,2019,Cosley,plastron Cosley ,plastron Cosley ,0.561414571,tub7,tub7
P13,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub7,18-162,captive,N,juvenile,PW15,13.12,40.38,34.75,36.28,23.19,17.72,24,0.53,1,0.93,0.92,0.38,-0.1,0.022083333,0.041666667,0.03875,0.038333333,0.015833333,-0.004166667,0.091779416,0.076592403,0.057803118,0.076176952,0.035498196,0.032760526,10,2.919892201,0.862456769,134,0.596159189,107.4840347,127.444132,35021,-1.118731373,0.361631753,2018,Cosley,plastron Cosley ,plastron Cosley ,0.911233196,tub7,tub7
P130,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-147,captive,N,juvenile,NA,39.55,62.68,50.88,59.17,35.07,25.81,43,4.72,2.84,1.76,2.71,1.66,1.17,0.109767442,0.066046512,0.040930233,0.063023256,0.038604651,0.027209302,0.105125623,0.088618998,0.062793494,0.087674286,0.053246375,0.035924818,-20,3.251381846,0.918969543,154,0.645505746,124.3712784,146.8906726,33517,0.505567686,0.668413047,2019,Cosley,plastron Cosley ,plastron Cosley ,0.727529561,tub7,tub7
P131,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-151,captive,N,juvenile,NA,39.41,61.56,49.42,58.45,33.67,26.44,43,4.81,3.19,2.03,3.32,1.84,0.94,0.111860465,0.074186047,0.047209302,0.077209302,0.042790698,0.021860465,0.087553862,0.075799864,0.047596261,0.074160691,0.033399124,0.026436578,-20,3.37467325,0.924591845,151,0.672610131,132.0754708,147.9151825,31666,0.505567686,0.674251497,2019,Cosley,plastron Cosley ,plastron Cosley ,0.501442175,tub7,tub7
P132,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-154,captive,N,juvenile,NA,33.93,58.83,49.32,54.6,32.2,23.86,43,0.96,1.22,0.91,1.59,0.36,-0.22,0.022325581,0.028372093,0.021162791,0.036976744,0.008372093,-0.005116279,0.069453746,0.062530315,0.046685487,0.061019049,0.030482356,0.01664707,-20,3.484682442,0.931810209,143,0.702154248,123.8161044,138.6239137,32380,0.505567686,0.621428571,2019,Cosley,plastron Cosley ,plastron Cosley ,0.588652544,tub7,tub7
P133,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-161,captive,N,juvenile,NA,36.48,59.55,48.67,55.23,32.98,25.51,43,2.81,1.23,1.07,2.09,1.29,0.61,0.065348837,0.028604651,0.024883721,0.048604651,0.03,0.014186047,0.08606754,0.067589905,0.050945746,0.066267124,0.032205461,0.026222801,-20,3.348307965,0.932563542,155,0.663895644,124.2435533,147.4429555,38005,0.505567686,0.660510592,2019,Cosley,plastron Cosley ,plastron Cosley ,1.275709025,tub7,tub7
P134,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-167,captive,N,juvenile,NA,40.84,62.71,49.85,58.71,33.82,25.7,43,6.69,3.5,2.21,3.67,2.79,1.47,0.155581395,0.081395349,0.051395349,0.085348837,0.064883721,0.034186047,0.101122878,0.078283898,0.054092798,0.079577892,0.039008423,0.029382455,-20,3.501892326,0.941961199,153,0.69614065,130.7914694,148.1310409,34148,0.505567686,0.695622552,2019,Cosley,plastron Cosley ,plastron Cosley ,0.80460203,tub7,tub7
P135,2019-08-08,Thursday,C7,plastron,NA,Cosley,tub7,18-170,captive,N,juvenile,NA,38.05,62.32,49.11,56.58,32.99,25.85,43,3.51,2.34,2.06,3.01,1.67,1.06,0.081627907,0.054418605,0.047906977,0.07,0.038837209,0.024651163,0.107793629,0.095657006,0.066165634,0.090548307,0.047651889,0.037455795,-20,3.51235822,0.938827712,142,0.708733009,123.5171957,138.1811457,25569,0.505567686,0.672499116,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.243265979,tub7,tub7
P136,2018-11-09,Friday,C1,plastron,NA,Cosley,tub7,18-136,captive,N,juvenile,TC205H,11.74,37.92,34.35,35.22,23.55,16.78,24,0.51,0.6,1.57,0.56,0.48,0.17,0.02125,0.025,0.065416667,0.023333333,0.02,0.007083333,0.07753647,0.06928219,0.050437524,0.069445349,0.03482678,0.030381495,2,3.202068887,0.907276924,141,0.647044706,123.9011381,137.5086033,37716,-1.072322829,0.333333333,2018,Cosley,plastron Cosley ,plastron Cosley ,1.24040959,tub7,tub7
P136.shedd,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR3,61,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.886275811,0.957605321,205,0.730089898,170.895588,199.4749212,24510,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-0.372615813,tubAHHR3,tubAHHR3
P137,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR3,66,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.689498925,0.94284404,162,0.725194902,140.0579667,157.4245116,35767,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,1.002352153,tubAHHR3,tubAHHR3
P138,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR3,73,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49194741,0.914152188,191,0.66484494,158.9734885,185.3745838,24102,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-0.422450309,tubAHHR3,tubAHHR3
P139,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR3,70,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.705014937,0.9328443,166,0.724769911,152.0581775,165.3818881,16119,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-1.397520867,tubAHHR3,tubAHHR3
P14,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub11,18-148,captive,N,juvenile,PW11,13.57,40.64,36.44,35.83,23.9,17.88,24,0.3,0.07,1.69,0.32,0.51,-0.48,0.0125,0.002916667,0.070416667,0.013333333,0.02125,-0.02,0.054650506,0.051608584,0.039524903,0.049666584,0.023498673,0.016385396,10,3.402707109,0.920756377,161,0.669639112,136.9851117,156.2117509,27942,-1.118731373,0.378732905,2018,Cosley,plastron Cosley ,plastron Cosley ,0.046580248,tub11,tub11
P140,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR3,71,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.674611942,0.949717568,158,0.725835647,133.465414,153.2203711,28450,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,0.108629082,tubAHHR3,tubAHHR3
P141,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR2,64,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.569799048,0.93827236,161,0.702522136,135.7377246,155.0039916,29863,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,0.281217671,tubAHHR2,tubAHHR2
P142,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR2,65,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.557930878,0.946140693,114,0.751220819,106.4829821,113.5501539,16957,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-1.29516472,tubAHHR2,tubAHHR2
P143,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR2,75,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.353486974,0.923110113,165,0.656780804,136.060594,157.3125505,39639,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,1.475291299,tubAHHR2,tubAHHR2
P144,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR2,83,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.563092676,0.945950712,144,0.716946988,119.6924218,138.6313826,31012,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,0.421560408,tubAHHR2,tubAHHR2
P145,2020-02-01,Saturday,un,plastron,NA,Shedd,tubAHHR2,68,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.610421454,0.945986928,180,0.695253505,147.7859843,173.62928,31259,1.532356735,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,0.451729821,tubAHHR2,tubAHHR2
P15,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub11,18-149,captive,N,juvenile,PW11,14.08,42.07,36.5,37.37,23.25,17.75,24,0.49,1.05,1.26,0.78,0.64,-0.7,0.020416667,0.04375,0.0525,0.0325,0.026666667,-0.029166667,0.106265948,0.070244633,0.047158133,0.066868241,0.032596575,0.028613896,10,2.931837521,0.867557488,120,0.612395317,103.5447927,117.3264303,29496,-1.118731373,0.376772812,2018,Cosley,plastron Cosley ,plastron Cosley ,0.236391052,tub11,tub11
P156,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,64,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.411948749,0.924887761,117,0.716468738,103.947768,115.8709123,17273,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-1.256567413,tubAHHR3,tubAHHR3
P157,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,65,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.203027813,0.89217103,158,0.632684975,123.2084696,147.1437576,37210,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,1.178605042,tubAHHR3,tubAHHR3
P158,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,75,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.549424478,0.929130332,197,0.671831839,156.6794652,187.9380703,33497,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,0.725086693,tubAHHR3,tubAHHR3
P159,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,68,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71410253,0.955072328,125,0.769233884,112.7829358,122.9212907,23703,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-0.471185516,tubAHHR3,tubAHHR3
P16,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub11,18-150,captive,N,juvenile,PW11,14.65,42.12,35.74,36.93,23.35,18.03,24,0.57,0.55,1.09,0.42,0.24,-0.41,0.02375,0.022916667,0.045416667,0.0175,0.01,-0.017083333,0.080667819,0.06805265,0.04874058,0.068509229,0.031971298,0.025577578,10,3.0983998,0.86992476,142,0.625203375,126.4806419,139.6361006,30665,-1.118731373,0.396696453,2018,Cosley,plastron Cosley ,plastron Cosley ,0.379176657,tub11,tub11
P160,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,83,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31968889,0.906028962,160,0.654103487,132.7567701,154.7939881,26854,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-0.086311743,tubAHHR3,tubAHHR3
P161,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR2,61,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125360438,0.914743053,119,0.653961012,103.3170211,116.1214818,30083,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,0.308089213,tubAHHR2,tubAHHR2
P162,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,66,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.580483346,0.941855035,162,0.703767184,138.8814085,158.0894566,23580,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-0.486209151,tubAHHR3,tubAHHR3
P163,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR3,73,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.539813981,0.924833433,217,0.657970543,164.9953919,200.916618,38033,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,1.279129039,tubAHHR3,tubAHHR3
P164,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR2,70,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.380018158,0.935124247,167,0.660418571,136.5312789,161.7352249,23301,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,-0.520287152,tubAHHR2,tubAHHR2
P165,2020-04-08,Wednesday,un,plastron,NA,Shedd,tubAHHR2,71,captive,N,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.052686852,0.904276786,154,0.606058284,118.7098489,144.7805039,38532,1.921028296,NA,2020,Shedd,plastron Shedd ,plastron Shedd ,1.340078583,tubAHHR2,tubAHHR2
P17,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub11,18-131,captive,N,juvenile,PW56,18.26,44.77,38.76,41.01,25.75,19.9,24,1.84,2.01,1.51,2.14,0.85,0.14,0.076666667,0.08375,0.062916667,0.089166667,0.035416667,0.005833333,0.099457553,0.07702598,0.051551816,0.073209485,0.038250205,0.029091916,10,3.218738898,0.907705371,163,0.631899636,126.4479068,151.8711365,44854,-1.118731373,0.445257254,2018,Cosley,plastron Cosley ,plastron Cosley ,2.112268996,tub11,tub11
P18,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub11,18-133,captive,N,juvenile,PW56,16,43.7,38.25,39.73,24.74,18.47,24,1.55,1.65,1.68,1.46,0.82,-0.31,0.064583333,0.06875,0.07,0.060833333,0.034166667,-0.012916667,0.08952677,0.084312337,0.065790305,0.080991776,0.038771187,0.032458415,10,3.35509117,0.910086541,167,0.65554811,143.424024,162.3615509,37929,-1.118731373,0.402718349,2018,Cosley,plastron Cosley ,plastron Cosley ,1.266426128,tub11,tub11
P19,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub11,18-159,captive,N,juvenile,PW11,14.69,42.66,36.46,37.36,23.75,17.95,24,0.28,0.67,0.56,0.3,0.34,-0.83,0.011666667,0.027916667,0.023333333,0.0125,0.014166667,-0.034583333,0.070974081,0.057392223,0.042693336,0.054157594,0.026917378,0.022157066,10,2.96950632,0.887570215,103,0.64070765,97.93853382,102.7314042,21116,-1.118731373,0.393201285,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.787170425,tub11,tub11
P2,2018-09-20,Thursday,NA,plastron,NA,PW,PW,1L8R9R,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.446665014,0.919948353,151,0.686958895,141.800223,150.6875621,14401,-1.362376232,NA,2018,Wild,plastron PW ,plastron Wild ,-1.607363185,PW,2018
P20,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub10,18-121,captive,N,juvenile,NA,15.66,44.19,37.5,37.59,23.68,18.68,24,0.63,0.65,0.36,0.6,0.08,0.06,0.02625,0.027083333,0.015,0.025,0.003333333,0.0025,0.195003648,0.114206027,0.080790753,0.118048008,0.066791729,0.043259129,10,3.561474558,0.932959443,134,0.727152113,120.7656632,132.6248437,20237,-1.118731373,0.41660016,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.894534452,tub10,tub10
P21,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub10,18-124,captive,N,juvenile,NA,16.1,45.29,38.47,39.89,24.65,18.79,24,1.9,2.42,1.67,2.11,0.54,1.21,0.079166667,0.100833333,0.069583333,0.087916667,0.0225,0.050416667,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,10,3.56096526,0.919139273,183,0.683554031,155.4123354,176.5757717,31084,-1.118731373,0.403609927,2018,Cosley,plastron Cosley ,plastron Cosley ,0.430354731,tub10,tub10
P22,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub10,18-129,captive,N,juvenile,NA,13.7,40.68,35.91,36.8,23.78,17.17,24,0.81,0.63,0.69,0.57,0.16,-0.29,0.03375,0.02625,0.02875,0.02375,0.006666667,-0.012083333,0.075314337,0.062528595,0.041756935,0.061224294,0.032835607,0.023927415,10,2.965950136,0.869568806,136,0.603736718,116.420868,131.3883048,36905,-1.118731373,0.372282609,2018,Cosley,plastron Cosley ,plastron Cosley ,1.141351313,tub10,tub10
P23,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub8,18-132,captive,N,juvenile,NA,13.47,40.36,35.92,37.78,23.77,17.74,24,0.95,1.4,1.01,0.65,0.48,0.65,0.039583333,0.058333333,0.042083333,0.027083333,0.02,0.027083333,0.088095636,0.078192786,0.052751427,0.07558591,0.031659458,0.028956781,10,3.443295225,0.9246945,162,0.67680197,143.4659132,158.5520152,30699,-1.118731373,0.356537851,2018,Cosley,plastron Cosley ,plastron Cosley ,0.383329532,tub8,tub8
P24,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub8,18-146,captive,N,juvenile,NA,12.68,39.58,34.78,35.61,23.78,17.17,24,0.62,0.79,1.39,0.38,0.52,0.13,0.025833333,0.032916667,0.057916667,0.015833333,0.021666667,0.005416667,0.07734067,0.070444953,0.049393926,0.061641318,0.030914616,0.023665298,10,3.192493914,0.893465312,170,0.62161589,144.0905579,164.1792738,36883,-1.118731373,0.356079753,2018,Cosley,plastron Cosley ,plastron Cosley ,1.138664159,tub8,tub8
P25,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub10,18-165,captive,N,juvenile,NA,13.34,39.79,35.71,35.61,23.39,17.76,24,0.03,0.6,0.56,0.24,-0.08,0.13,0.00125,0.025,0.023333333,0.01,-0.003333333,0.005416667,0.099333104,0.076843904,0.053378391,0.079462196,0.041131684,0.033266578,10,3.113125755,0.906219088,145,0.625535927,116.3352796,136.9141149,47842,-1.118731373,0.374613873,2018,Cosley,plastron Cosley ,plastron Cosley ,2.477233399,tub10,tub10
P26,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub5,18-143,captive,N,juvenile,NA,10.22,36.59,31.55,32.56,21.26,16.61,24,0.38,0.44,0.25,0.2,0.52,-0.11,0.015833333,0.018333333,0.010416667,0.008333333,0.021666667,-0.004583333,0.048518709,0.062331017,0.047955282,0.052453984,0.02390279,0.018386776,10,3.413744834,0.910742121,170,0.66469603,136.7000626,159.8146319,60389,-1.118731373,0.313882064,2018,Cosley,plastron Cosley ,plastron Cosley ,4.009766318,tub5,tub5
P27,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub6,18-163,captive,N,juvenile,NA,11.77,38.55,34.45,33.91,23.07,17.02,24,0.59,0.73,0.9,0.93,0.43,0.18,0.024583333,0.030416667,0.0375,0.03875,0.017916667,0.0075,0.027268954,0.030315359,0.027845098,0.02165,0.018748693,0.012970588,10,2.92930001,0.857597002,151,0.583842262,115.9011096,138.6503804,46265,-1.118731373,0.347095252,2018,Cosley,plastron Cosley ,plastron Cosley ,2.284613298,tub6,tub6
P28,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-127,captive,N,juvenile,PW15,14.28,42.69,37.05,36.74,23.28,17.39,34,1.64,3.23,2.8,1.82,0.43,0.44,0.048235294,0.095,0.082352941,0.053529412,0.012647059,0.012941176,0.104845008,0.082145011,0.060822953,0.079934896,0.041429175,0.031029788,2,3.472530824,0.906634951,171,0.675371071,148.643296,166.368013,31676,-0.875086514,0.388677191,2018,Cosley,plastron Cosley ,plastron Cosley ,0.502663608,tub7,tub7
P29,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-130,captive,N,juvenile,PW56,14.46,43.18,37.17,37.19,23.25,18.14,34,1.67,2.86,2.33,1.28,0.26,0.34,0.049117647,0.084117647,0.068529412,0.037647059,0.007647059,0.01,0.120290986,0.085983767,0.06333519,0.088381927,0.049451796,0.037344286,2,3.033481658,0.870952113,133,0.62029961,111.2534706,128.5015395,26564,-0.875086514,0.388814197,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.121733322,tub7,tub7
P3,2018-09-20,Thursday,NA,plastron,NA,PW,PW,1L3R8R,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55405485,0.922506737,162,0.698572492,153.0359905,161.6663909,16084,-1.362376232,NA,2018,Wild,plastron PW ,plastron Wild ,-1.401795885,PW,2018
