sample.ID,date,day,day.number,sample.type,water.type,location,specific,source.ID,captive.wild,dead,age,clutch,mass,CL,CW,PL,PW,H,days.since.previous,mass.diff,CL.diff,CW.diff,PL.diff,PW.diff,H.diff,mass.diff.per.day,CL.diff.per.day,CW.diff.per.day,PL.diff.per.day,PW.diff.per.day,H.diff.per.day,mass.mean.diff.per.day,CL.mean.diff.per.day,CW.mean.diff.per.day,PL.mean.diff.per.day,PW.mean.diff.per.day,H.mean.diff.per.day,days.since.last.measure,shannon,simpson,rich,even,rich.rare.1000,rich.rare.10000,read.depth,date.sc,BCI,year,location.general,type.location.water.type,type.location.gen.water.type,read.depth.sc,specific.wild,specific.year
P30,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-139,captive,N,juvenile,NA,15.23,43.66,38,39.9,24.77,19.07,34,2.6,3.46,2.42,2.68,1.05,1.36,0.076470588,0.101764706,0.071176471,0.078823529,0.030882353,0.04,0.100215401,0.074708588,0.05514898,0.072271176,0.032951048,0.032999934,2,3.322205131,0.905574108,172,0.645402369,137.2547433,160.9480012,47908,-0.875086514,0.381704261,2018,Cosley,plastron Cosley ,plastron Cosley ,2.485294862,tub7,tub7
P31,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-146,captive,N,juvenile,NA,15.1,43.13,37.48,38.5,24.73,18.75,34,2.42,3.55,2.7,2.89,0.95,1.58,0.071176471,0.104411765,0.079411765,0.085,0.027941176,0.046470588,0.07734067,0.070444953,0.049393926,0.061641318,0.030914616,0.023665298,2,3.297127659,0.892950951,178,0.636292046,143.6919505,168.3957665,50086,-0.875086514,0.392207792,2018,Cosley,plastron Cosley ,plastron Cosley ,2.751323131,tub7,tub7
P32,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-154,captive,N,juvenile,NA,14.32,42.59,37.38,37.21,23.85,18.23,34,1.84,3.12,2.85,2.66,1.34,1.29,0.054117647,0.091764706,0.083823529,0.078235294,0.039411765,0.037941176,0.069453746,0.062530315,0.046685487,0.061019049,0.030482356,0.01664707,2,2.927802693,0.849664831,132,0.599615291,113.2281017,128.066484,28858,-0.875086514,0.384842784,2018,Cosley,plastron Cosley ,plastron Cosley ,0.158463579,tub7,tub7
P33,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-157,captive,N,juvenile,NA,13.33,41.3,35.91,36.07,24.13,17.97,34,0.83,1.6,1.28,0.97,0.63,0.41,0.024411765,0.047058824,0.037647059,0.028529412,0.018529412,0.012058824,0.155005468,0.102895397,0.071457444,0.098920745,0.050368809,0.040961645,2,3.665873286,0.944158407,134,0.748467373,123.843676,133.0688549,20351,-0.875086514,0.36955919,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.880610107,tub7,tub7
P34,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub7,18-160,captive,N,juvenile,NA,15.59,42.82,37.43,37.96,24.74,19.17,34,3.04,2.95,2.21,2.42,1.2,1.17,0.089411765,0.086764706,0.065,0.071176471,0.035294118,0.034411765,0.097304867,0.0745114,0.053445022,0.073617962,0.041813718,0.03111429,2,3.769122164,0.939251397,162,0.740845365,146.9835012,159.2388471,31764,-0.875086514,0.410695469,2018,Cosley,plastron Cosley ,plastron Cosley ,0.513412225,tub7,tub7
P35,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-121,captive,N,juvenile,NA,19.61,48.46,40.47,41.01,25.23,20.55,34,3.95,4.27,2.97,3.42,1.55,1.87,0.116176471,0.125588235,0.087352941,0.100588235,0.045588235,0.055,0.195003648,0.114206027,0.080790753,0.118048008,0.066791729,0.043259129,2,2.790603364,0.852485219,118,0.584948196,100.103866,114.0175748,32944,-0.875086514,0.478176055,2018,Cosley,plastron Cosley ,plastron Cosley ,0.657541407,tub11,tub11
P36,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,21.09,50.89,41.67,44.6,26.71,20.83,34,4.99,5.6,3.2,4.71,2.06,2.04,0.146764706,0.164705882,0.094117647,0.138529412,0.060588235,0.06,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,2,3.095123728,0.870170801,169,0.603349871,129.493655,155.4700186,53328,-0.875086514,0.472869955,2018,Cosley,plastron Cosley ,plastron Cosley ,3.147311951,tub11,tub11
P37,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-131,captive,N,juvenile,PW56,24.09,50.56,42.14,45.98,27.91,22.47,34,5.83,5.79,3.38,4.97,2.16,2.57,0.171470588,0.170294118,0.099411765,0.146176471,0.063529412,0.075588235,0.099457553,0.07702598,0.051551816,0.073209485,0.038250205,0.029091916,2,2.724506008,0.838820004,125,0.564276921,102.3414692,119.0066975,32372,-0.875086514,0.523923445,2018,Cosley,plastron Cosley ,plastron Cosley ,0.587675397,tub11,tub11
P38,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-133,captive,N,juvenile,PW56,19.41,47.8,40.4,43.23,25.83,20.33,34,3.41,4.1,2.15,3.5,1.09,1.86,0.100294118,0.120588235,0.063235294,0.102941176,0.032058824,0.054705882,0.08952677,0.084312337,0.065790305,0.080991776,0.038771187,0.032458415,2,3.399084643,0.919497454,145,0.682995076,127.8569042,142.6228287,21466,-0.875086514,0.448993754,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.744420244,tub11,tub11
P39,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-138,captive,N,juvenile,NA,19.35,48.12,40.26,41.63,27.01,20.2,34,3.67,3.81,2.96,2.95,1.61,0.93,0.107941176,0.112058824,0.087058824,0.086764706,0.047352941,0.027352941,0.157590454,0.115017594,0.086710211,0.106747055,0.066270857,0.027346367,2,3.162223506,0.896844159,109,0.674054363,100.9064042,108.5527538,20708,-0.875086514,0.464809032,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.837004922,tub11,tub11
P4,2018-09-20,Thursday,NA,plastron,NA,PW,PW,1L2L12L,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.886314282,0.948340633,155,0.770570434,145.4423547,154.1005263,18225,-1.362376232,NA,2018,Wild,plastron PW ,plastron Wild ,-1.140286921,PW,2018
P40,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-150,captive,N,juvenile,PW11,16.56,45.65,38.38,39.78,24.84,19.22,34,1.91,3.53,2.64,2.85,1.49,1.19,0.056176471,0.103823529,0.077647059,0.083823529,0.043823529,0.035,0.080667819,0.06805265,0.04874058,0.068509229,0.031971298,0.025577578,2,3.959547436,0.958847718,205,0.743854971,168.2430773,197.0810802,37258,-0.875086514,0.416289593,2018,Cosley,plastron Cosley ,plastron Cosley ,1.184467924,tub11,tub11
P41,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub11,18-159,captive,N,juvenile,PW11,16.94,45.26,38.83,39.4,24.71,19.33,34,2.25,2.6,2.37,2.04,0.96,1.38,0.066176471,0.076470588,0.069705882,0.06,0.028235294,0.040588235,0.070974081,0.057392223,0.042693336,0.054157594,0.026917378,0.022157066,2,3.573794324,0.925218321,189,0.681794507,157.027235,180.0715164,35768,-0.875086514,0.429949239,2018,Cosley,plastron Cosley ,plastron Cosley ,1.002474296,tub11,tub11
P42,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub6,18-134,captive,N,juvenile,TC205H,13.88,41.76,36.67,37.55,24.34,17.8,34,1.87,3.23,2.8,2.81,0.79,0.67,0.055,0.095,0.082352941,0.082647059,0.023235294,0.019705882,0.07982748,0.071450876,0.04655852,0.066971721,0.033419312,0.029261928,2,3.033367107,0.878793977,131,0.622203966,111.4712921,126.6677273,29466,-0.875086514,0.369640479,2018,Cosley,plastron Cosley ,plastron Cosley ,0.232726751,tub6,tub6
P43,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub6,18-135,captive,N,juvenile,TC205H,13.98,41.97,37.06,38.75,24.22,18.16,34,1.59,3.08,2.44,2.73,0.92,1.36,0.046764706,0.090588235,0.071764706,0.080294118,0.027058824,0.04,0.128065493,0.092393778,0.072873217,0.093295681,0.049597459,0.035769655,2,3.188310501,0.887950658,150,0.636308634,125.3616945,144.0105142,36505,-0.875086514,0.360774194,2018,Cosley,plastron Cosley ,plastron Cosley ,1.092493963,tub6,tub6
P44,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub6,18-136,captive,N,juvenile,TC205H,12.92,40.38,35.48,36.99,24.26,17.34,34,1.18,2.46,1.13,1.77,0.71,0.56,0.034705882,0.072352941,0.033235294,0.052058824,0.020882353,0.016470588,0.07753647,0.06928219,0.050437524,0.069445349,0.03482678,0.030381495,2,3.377329952,0.91452877,155,0.669650064,131.2757783,148.9088815,39403,-0.875086514,0.34928359,2018,Cosley,plastron Cosley ,plastron Cosley ,1.446465462,tub6,tub6
P45,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub8,18-162,captive,N,juvenile,PW15,14.41,42.99,37.16,38.15,23.87,18.05,34,1.29,2.61,2.41,1.87,0.68,0.33,0.037941176,0.076764706,0.070882353,0.055,0.02,0.009705882,0.091779416,0.076592403,0.057803118,0.076176952,0.035498196,0.032760526,2,3.36850742,0.921039977,138,0.683648059,116.3082726,133.336286,28209,-0.875086514,0.377719528,2018,Cosley,plastron Cosley ,plastron Cosley ,0.079192529,tub8,tub8
P46,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub9,18-148,captive,N,juvenile,PW11,15.56,43.93,38.29,38.07,24.92,18.47,34,1.99,3.29,1.85,2.24,1.02,0.59,0.058529412,0.096764706,0.054411765,0.065882353,0.03,0.017352941,0.054650506,0.051608584,0.039524903,0.049666584,0.023498673,0.016385396,2,3.32397808,0.909174461,161,0.654145555,134.1832009,154.2968721,37894,-0.875086514,0.408720778,2018,Cosley,plastron Cosley ,plastron Cosley ,1.26215111,tub9,tub9
P47,2018-12-13,Thursday,C7,plastron,NA,Cosley,tub10,18-149,captive,N,juvenile,PW11,16.78,45.9,39.65,40.57,24.85,19.54,34,2.7,3.83,3.15,3.2,1.6,1.79,0.079411765,0.112647059,0.092647059,0.094117647,0.047058824,0.052647059,0.106265948,0.070244633,0.047158133,0.066868241,0.032596575,0.028613896,2,3.251505562,0.899124651,130,0.667998469,111.154123,126.5526382,23317,-0.875086514,0.413606113,2018,Cosley,plastron Cosley ,plastron Cosley ,-0.518332858,tub10,tub10
P5,2018-10-11,Thursday,NA,plastron,NA,PW,PW,PW70,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.903441006,0.9304191,212,0.728718032,196.836911,210.5725763,23293,-1.240553803,NA,2018,Wild,plastron PW ,plastron Wild ,-0.521264299,PW,2018
P50,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-127,captive,N,juvenile,PW15,21.28,50.3,41.22,43.45,26.73,20.72,41,4.67,5.33,2.96,4.64,2.26,2.19,0.113902439,0.13,0.072195122,0.113170732,0.055121951,0.053414634,0.104845008,0.082145011,0.060822953,0.079934896,0.041429175,0.031029788,14,3.37112208,0.901446317,152,0.671019557,135.6573853,150.7138296,16925,-0.550226702,0.489758343,2019,Cosley,plastron Cosley ,plastron Cosley ,-1.299073308,tub7,tub7
P51,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-130,captive,N,juvenile,PW56,19.88,49.18,41.22,43.76,26.29,20.54,41,3.69,3.67,2.87,3.7,1.79,1.53,0.09,0.089512195,0.07,0.090243902,0.043658537,0.037317073,0.120290986,0.085983767,0.06333519,0.088381927,0.049451796,0.037344286,14,3.910227884,0.960177728,177,0.755431756,147.734265,170.3714523,31241,-0.550226702,0.454296161,2019,Cosley,plastron Cosley ,plastron Cosley ,0.44953124,tub7,tub7
P52,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-137,captive,N,juvenile,NA,18.54,48.52,40.58,42.09,26.07,19.8,41,2.35,3.43,2.43,2.88,1.52,0.58,0.057317073,0.083658537,0.059268293,0.070243902,0.037073171,0.014146341,0.050374509,0.047534304,0.037032164,0.046370942,0.025547543,0.016907456,14,3.630539172,0.931829557,131,0.744695841,126.8134402,131,10801,-0.550226702,0.440484676,2019,Cosley,plastron Cosley ,plastron Cosley ,-2.047079332,tub7,tub7
P53,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-146,captive,N,juvenile,NA,18.64,47.67,40.7,42.51,26.81,19.69,41,2.32,3.01,1.87,2.47,1.48,0.8,0.056585366,0.073414634,0.045609756,0.060243902,0.036097561,0.019512195,0.07734067,0.070444953,0.049393926,0.061641318,0.030914616,0.023665298,14,3.400358101,0.900464461,192,0.646763879,166.4626933,187.2965103,27194,-0.550226702,0.438485062,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.044782996,tub7,tub7
P54,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-148,captive,N,juvenile,PW11,18.39,47.69,40.62,40.98,26.34,19.7,41,1.49,2.76,1.5,1.89,1.07,0.72,0.036341463,0.067317073,0.036585366,0.046097561,0.026097561,0.017560976,0.054650506,0.051608584,0.039524903,0.049666584,0.023498673,0.016385396,14,3.999597533,0.964140384,180,0.770196566,152.3392639,174.1879521,30558,-0.550226702,0.44875549,2019,Cosley,plastron Cosley ,plastron Cosley ,0.366107316,tub7,tub7
P55,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-154,captive,N,juvenile,NA,22.11,50.56,42.51,44.96,27.54,21.24,41,5.36,5.3,3.72,5.3,2.6,1.55,0.130731707,0.129268293,0.090731707,0.129268293,0.063414634,0.037804878,0.069453746,0.062530315,0.046685487,0.061019049,0.030482356,0.01664707,14,3.063274233,0.87336125,154,0.608160226,129.7689189,149.8401075,28381,-0.550226702,0.491770463,2019,Cosley,plastron Cosley ,plastron Cosley ,0.10020119,tub7,tub7
P56,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub7,18-174,captive,N,juvenile,NA,21.12,49.73,41.45,44.11,27.63,20.77,41,4.3,4.99,2.87,3.89,2.06,1.58,0.104878049,0.121707317,0.07,0.094878049,0.050243902,0.038536585,0.080444353,0.07464969,0.055689373,0.071281175,0.035154003,0.027391534,14,3.765050643,0.951972337,135,0.767551424,122.1446508,133.8576129,17432,-0.550226702,0.478802993,2019,Cosley,plastron Cosley ,plastron Cosley ,-1.237146617,tub7,tub7
P57,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub11,18-121,captive,N,juvenile,NA,35.08,59.22,48.07,52.2,31.54,25.32,41,11.25,7.52,5.5,8.23,4.98,3.46,0.274390244,0.183414634,0.134146341,0.200731707,0.121463415,0.084390244,0.195003648,0.114206027,0.080790753,0.118048008,0.066791729,0.043259129,14,3.275363715,0.904301041,139,0.663771612,122.2422448,135.2701964,27172,-0.550226702,0.672030651,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.04747015,tub11,tub11
P58,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,34.19,60.37,48.25,54.2,31.37,23.96,41,8.22,5.94,4.18,6.05,2.95,1.55,0.200487805,0.144878049,0.10195122,0.147560976,0.07195122,0.037804878,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,14,3.027585713,0.888713601,120,0.632394973,104.744802,117.4007209,23592,-0.550226702,0.630811808,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.48474343,tub11,tub11
P59,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub11,18-131,captive,N,juvenile,PW56,34.49,58.38,47.09,53.54,32.05,25.09,41,6.48,4.8,2.93,4.36,2.46,1.69,0.15804878,0.117073171,0.071463415,0.106341463,0.06,0.041219512,0.099457553,0.07702598,0.051551816,0.073209485,0.038250205,0.029091916,14,3.523385619,0.931773476,144,0.70895734,132.0763549,143.5694678,14636,-0.550226702,0.644191259,2019,Cosley,plastron Cosley ,plastron Cosley ,-1.578659492,tub11,tub11
P6,2018-10-11,Thursday,NA,plastron,NA,PW,PW,PW11,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.271033887,0.963894535,214,0.795947256,205.0623382,213.6600825,20243,-1.240553803,NA,2018,Wild,plastron PW ,plastron Wild ,-0.893801591,PW,2018
P60,2019-02-07,Thursday,C7,plastron,NA,Cosley,tub11,18-138,captive,N,juvenile,NA,31.16,56.82,46.64,50.12,31.45,23.97,41,8.95,6.59,4.95,6.08,3.3,2.79,0.218292683,0.160731707,0.120731707,0.148292683,0.080487805,0.06804878,0.157590454,0.115017594,0.086710211,0.106747055,0.066270857,0.027346367,14,3.009071938,0.87268833,112,0.637718058,101.7117665,110.8636037,19091,-0.550226702,0.621707901,2019,Cosley,plastron Cosley ,plastron Cosley ,-1.034510759,tub11,tub11
P7,2018-10-11,Thursday,NA,plastron,NA,PW,PW,PW17,wild,N,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75326366,0.980186115,236,0.869950582,230.4216471,235.9500858,13167,-1.240553803,NA,2018,Wild,plastron PW ,plastron Wild ,-1.758088109,PW,2018
P74,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-130,captive,N,juvenile,PW56,24.23,52.04,42.64,46.39,27.66,22.38,33,4.35,2.86,1.42,2.63,1.37,1.84,0.131818182,0.086666667,0.043030303,0.07969697,0.041515152,0.055757576,0.120290986,0.085983767,0.06333519,0.088381927,0.049451796,0.037344286,-9,3.761554754,0.95245374,152,0.748734915,135.6869675,149.1691086,23761,-0.225366891,0.522310843,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.4641012,tub7,tub7
P75,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-135,captive,N,juvenile,TC205H,26.56,53.81,45.46,50.17,29.29,22.43,33,6.36,4.61,2.93,4.19,1.75,2.45,0.192727273,0.13969697,0.088787879,0.126969697,0.053030303,0.074242424,0.128065493,0.092393778,0.072873217,0.093295681,0.049597459,0.035769655,-9,3.429007599,0.916800596,181,0.659615188,153.0065707,175.7384268,30364,-0.225366891,0.52940004,2019,Cosley,plastron Cosley ,plastron Cosley ,0.342411501,tub7,tub7
P76,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-140,captive,N,juvenile,NA,26.3,53.52,45.2,48.82,29.08,22.63,33,5.75,3.89,2.84,4.19,1.56,2.3,0.174242424,0.117878788,0.086060606,0.126969697,0.047272727,0.06969697,0.085918685,0.072482893,0.059336836,0.076583903,0.040905286,0.027293034,-9,3.469115209,0.91465629,171,0.67470677,143.4504989,164.4685791,34809,-0.225366891,0.538713642,2019,Cosley,plastron Cosley ,plastron Cosley ,0.8853388,tub7,tub7
P77,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-150,captive,N,juvenile,PW11,23.35,52.39,43.1,45.91,27.57,21.29,33,2.94,2.46,1.56,2.13,1.34,1.52,0.089090909,0.074545455,0.047272727,0.064545455,0.040606061,0.046060606,0.080667819,0.06805265,0.04874058,0.068509229,0.031971298,0.025577578,-9,3.426103199,0.898183426,164,0.671802536,148.0300244,161.5908448,28070,-0.225366891,0.50860379,2019,Cosley,plastron Cosley ,plastron Cosley ,0.0622146,tub7,tub7
P78,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-159,captive,N,juvenile,PW11,21.58,50.24,42.84,43.81,26.78,20.7,33,1.85,1.54,1.24,0.96,0.31,1.13,0.056060606,0.046666667,0.037575758,0.029090909,0.009393939,0.034242424,0.070974081,0.057392223,0.042693336,0.054157594,0.026917378,0.022157066,-9,3.403600229,0.906401329,139,0.689759491,128.5078755,137.6671536,23469,-0.225366891,0.492581602,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.499767065,tub7,tub7
P79,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-161,captive,N,juvenile,NA,25.23,52.98,43.86,46.72,28.15,22.7,33,5.39,3.75,2.27,3.64,1.29,2.51,0.163333333,0.113636364,0.068787879,0.11030303,0.039090909,0.076060606,0.08606754,0.067589905,0.050945746,0.066267124,0.032205461,0.026222801,-9,2.909559487,0.859893098,142,0.587098672,120.1884772,138.7477599,27509,-0.225366891,0.540025685,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.006307833,tub7,tub7
P8,2018-11-01,Thursday,C7,plastron,NA,Cosley,tub7,18-127,captive,N,juvenile,PW15,12.64,39.46,34.25,34.92,22.85,16.95,24,0.84,0.74,1.18,0.82,0.99,-0.06,0.035,0.030833333,0.049166667,0.034166667,0.04125,-0.0025,0.104845008,0.082145011,0.060822953,0.079934896,0.041429175,0.031029788,10,3.302231912,0.909486874,153,0.656450187,130.9390787,148.9275468,34424,-1.118731373,0.361970218,2018,Cosley,plastron Cosley ,plastron Cosley ,0.838313601,tub7,tub7
P80,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub7,18-170,captive,N,juvenile,NA,23.69,52.13,42.2,45.9,26.49,21.64,33,3.04,2.21,1.1,2.08,0.74,0.9,0.092121212,0.066969697,0.033333333,0.063030303,0.022424242,0.027272727,0.107793629,0.095657006,0.066165634,0.090548307,0.047651889,0.037455795,-9,3.418470886,0.920138003,135,0.69689692,124.0053342,133.8849038,21638,-0.225366891,0.516122004,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.723411584,tub7,tub7
P81,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub11,18-121,captive,N,juvenile,NA,43.71,63.94,51.79,57.9,34.82,26.69,33,8.63,4.72,3.72,5.7,3.28,1.37,0.261515152,0.143030303,0.112727273,0.172727273,0.099393939,0.041515152,0.195003648,0.114206027,0.080790753,0.118048008,0.066791729,0.043259129,-9,4.000352287,0.967506971,137,0.813082885,130.5714845,136.8883156,13414,-0.225366891,0.75492228,2019,Cosley,plastron Cosley ,plastron Cosley ,-1.727918695,tub11,tub11
P82,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub11,18-124,captive,N,juvenile,NA,42.23,64.82,51.49,59.01,34.51,25.93,33,8.04,4.45,3.24,4.81,3.14,1.97,0.243636364,0.134848485,0.098181818,0.145757576,0.095151515,0.05969697,0.154803319,0.106896403,0.076218598,0.104102805,0.053647265,0.036755623,-9,3.701482263,0.953037253,136,0.753458639,121.7766856,134.0825703,22222,-0.225366891,0.715641417,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.652079853,tub11,tub11
P83,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub11,18-131,captive,N,juvenile,PW56,38.94,61.05,49.27,56.58,33.32,26.35,33,4.45,2.67,2.18,3.04,1.27,1.26,0.134848485,0.080909091,0.066060606,0.092121212,0.038484848,0.038181818,0.099457553,0.07702598,0.051551816,0.073209485,0.038250205,0.029091916,-9,3.421490111,0.932598096,152,0.681045279,127.9695969,145.7837518,33842,-0.225366891,0.688229056,2019,Cosley,plastron Cosley ,plastron Cosley ,0.767226157,tub11,tub11
P84,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub11,18-138,captive,N,juvenile,NA,38.81,61.09,49.71,54.85,34.83,25.79,33,7.65,4.27,3.07,4.73,3.38,1.82,0.231818182,0.129393939,0.093030303,0.143333333,0.102424242,0.055151515,0.157590454,0.115017594,0.086710211,0.106747055,0.066270857,0.027346367,-9,3.562800994,0.942269883,132,0.729663224,115.0147782,128.8267711,22470,-0.225366891,0.707566089,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.621788296,tub11,tub11
P85,2019-04-04,Thursday,C7,plastron,NA,Cosley,tub11,18-141,captive,N,juvenile,NA,42.14,62.98,51.2,58.71,34.74,26.59,33,9.11,5.05,3.04,4.95,2.81,2.04,0.276060606,0.153030303,0.092121212,0.15,0.085151515,0.061818182,0.201630737,0.130404686,0.091482712,0.126979722,0.066425522,0.052580458,-9,3.716618586,0.954409399,140,0.752101886,122.7118706,136.6805227,23222,-0.225366891,0.717765287,2019,Cosley,plastron Cosley ,plastron Cosley ,-0.529936479,tub11,tub11
